step_idx,phase,layer_name,comm_type,comm_size,time_sec,cum_pct,tp,pp,ep,dp,group_name,group_size,concurrent_send_peers,per_step_chunk_bytes,total_rounds
0,fwd,grad_norm,ALLGATHER,4779393024,0.089023,5.3226,8,2,1,4,DP,4,1,1194848256,3
1,fwd,attention_column,ALLGATHER,58720256,0.001094,5.3880,8,2,1,4,TP,8,1,7340032,7
2,fwd,attention_row,REDUCESCATTER,58720256,0.001094,5.4534,8,2,1,4,TP,8,1,7340032,7
3,fwd,mlp_column,ALLGATHER,58720256,0.001094,5.5188,8,2,1,4,TP,8,1,7340032,7
4,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,5.5842,8,2,1,4,TP,8,1,7340032,7
5,fwd,attention_column,ALLGATHER,58720256,0.001094,5.6496,8,2,1,4,TP,8,1,7340032,7
6,fwd,attention_row,REDUCESCATTER,58720256,0.001094,5.7150,8,2,1,4,TP,8,1,7340032,7
7,fwd,mlp_column,ALLGATHER,58720256,0.001094,5.7804,8,2,1,4,TP,8,1,7340032,7
8,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,5.8458,8,2,1,4,TP,8,1,7340032,7
9,fwd,attention_column,ALLGATHER,58720256,0.001094,5.9112,8,2,1,4,TP,8,1,7340032,7
10,fwd,attention_row,REDUCESCATTER,58720256,0.001094,5.9766,8,2,1,4,TP,8,1,7340032,7
11,fwd,mlp_column,ALLGATHER,58720256,0.001094,6.0420,8,2,1,4,TP,8,1,7340032,7
12,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,6.1074,8,2,1,4,TP,8,1,7340032,7
13,fwd,attention_column,ALLGATHER,58720256,0.001094,6.1728,8,2,1,4,TP,8,1,7340032,7
14,fwd,attention_row,REDUCESCATTER,58720256,0.001094,6.2382,8,2,1,4,TP,8,1,7340032,7
15,fwd,mlp_column,ALLGATHER,58720256,0.001094,6.3035,8,2,1,4,TP,8,1,7340032,7
16,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,6.3689,8,2,1,4,TP,8,1,7340032,7
17,fwd,attention_column,ALLGATHER,58720256,0.001094,6.4343,8,2,1,4,TP,8,1,7340032,7
18,fwd,attention_row,REDUCESCATTER,58720256,0.001094,6.4997,8,2,1,4,TP,8,1,7340032,7
19,fwd,mlp_column,ALLGATHER,58720256,0.001094,6.5651,8,2,1,4,TP,8,1,7340032,7
20,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,6.6305,8,2,1,4,TP,8,1,7340032,7
21,fwd,attention_column,ALLGATHER,58720256,0.001094,6.6959,8,2,1,4,TP,8,1,7340032,7
22,fwd,attention_row,REDUCESCATTER,58720256,0.001094,6.7613,8,2,1,4,TP,8,1,7340032,7
23,fwd,mlp_column,ALLGATHER,58720256,0.001094,6.8267,8,2,1,4,TP,8,1,7340032,7
24,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,6.8921,8,2,1,4,TP,8,1,7340032,7
25,fwd,attention_column,ALLGATHER,58720256,0.001094,6.9575,8,2,1,4,TP,8,1,7340032,7
26,fwd,attention_row,REDUCESCATTER,58720256,0.001094,7.0229,8,2,1,4,TP,8,1,7340032,7
27,fwd,mlp_column,ALLGATHER,58720256,0.001094,7.0883,8,2,1,4,TP,8,1,7340032,7
28,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,7.1537,8,2,1,4,TP,8,1,7340032,7
29,fwd,attention_column,ALLGATHER,58720256,0.001094,7.2191,8,2,1,4,TP,8,1,7340032,7
30,fwd,attention_row,REDUCESCATTER,58720256,0.001094,7.2845,8,2,1,4,TP,8,1,7340032,7
31,fwd,mlp_column,ALLGATHER,58720256,0.001094,7.3499,8,2,1,4,TP,8,1,7340032,7
32,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,7.4153,8,2,1,4,TP,8,1,7340032,7
33,fwd,attention_column,ALLGATHER,58720256,0.001094,7.4807,8,2,1,4,TP,8,1,7340032,7
34,fwd,attention_row,REDUCESCATTER,58720256,0.001094,7.5460,8,2,1,4,TP,8,1,7340032,7
35,fwd,mlp_column,ALLGATHER,58720256,0.001094,7.6114,8,2,1,4,TP,8,1,7340032,7
36,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,7.6768,8,2,1,4,TP,8,1,7340032,7
37,fwd,attention_column,ALLGATHER,58720256,0.001094,7.7422,8,2,1,4,TP,8,1,7340032,7
38,fwd,attention_row,REDUCESCATTER,58720256,0.001094,7.8076,8,2,1,4,TP,8,1,7340032,7
39,fwd,mlp_column,ALLGATHER,58720256,0.001094,7.8730,8,2,1,4,TP,8,1,7340032,7
40,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,7.9384,8,2,1,4,TP,8,1,7340032,7
41,fwd,attention_column,ALLGATHER,58720256,0.001094,8.0038,8,2,1,4,TP,8,1,7340032,7
42,fwd,attention_row,REDUCESCATTER,58720256,0.001094,8.0692,8,2,1,4,TP,8,1,7340032,7
43,fwd,mlp_column,ALLGATHER,58720256,0.001094,8.1346,8,2,1,4,TP,8,1,7340032,7
44,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,8.2000,8,2,1,4,TP,8,1,7340032,7
45,fwd,attention_column,ALLGATHER,58720256,0.001094,8.2654,8,2,1,4,TP,8,1,7340032,7
46,fwd,attention_row,REDUCESCATTER,58720256,0.001094,8.3308,8,2,1,4,TP,8,1,7340032,7
47,fwd,mlp_column,ALLGATHER,58720256,0.001094,8.3962,8,2,1,4,TP,8,1,7340032,7
48,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,8.4616,8,2,1,4,TP,8,1,7340032,7
49,fwd,attention_column,ALLGATHER,58720256,0.001094,8.5270,8,2,1,4,TP,8,1,7340032,7
50,fwd,attention_row,REDUCESCATTER,58720256,0.001094,8.5924,8,2,1,4,TP,8,1,7340032,7
51,fwd,mlp_column,ALLGATHER,58720256,0.001094,8.6578,8,2,1,4,TP,8,1,7340032,7
52,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,8.7231,8,2,1,4,TP,8,1,7340032,7
53,fwd,attention_column,ALLGATHER,58720256,0.001094,8.7885,8,2,1,4,TP,8,1,7340032,7
54,fwd,attention_row,REDUCESCATTER,58720256,0.001094,8.8539,8,2,1,4,TP,8,1,7340032,7
55,fwd,mlp_column,ALLGATHER,58720256,0.001094,8.9193,8,2,1,4,TP,8,1,7340032,7
56,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,8.9847,8,2,1,4,TP,8,1,7340032,7
57,fwd,attention_column,ALLGATHER,58720256,0.001094,9.0501,8,2,1,4,TP,8,1,7340032,7
58,fwd,attention_row,REDUCESCATTER,58720256,0.001094,9.1155,8,2,1,4,TP,8,1,7340032,7
59,fwd,mlp_column,ALLGATHER,58720256,0.001094,9.1809,8,2,1,4,TP,8,1,7340032,7
60,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,9.2463,8,2,1,4,TP,8,1,7340032,7
61,fwd,attention_column,ALLGATHER,58720256,0.001094,9.3117,8,2,1,4,TP,8,1,7340032,7
62,fwd,attention_row,REDUCESCATTER,58720256,0.001094,9.3771,8,2,1,4,TP,8,1,7340032,7
63,fwd,mlp_column,ALLGATHER,58720256,0.001094,9.4425,8,2,1,4,TP,8,1,7340032,7
64,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,9.5079,8,2,1,4,TP,8,1,7340032,7
65,fwd,attention_column,ALLGATHER,58720256,0.001094,9.5733,8,2,1,4,TP,8,1,7340032,7
66,fwd,attention_row,REDUCESCATTER,58720256,0.001094,9.6387,8,2,1,4,TP,8,1,7340032,7
67,fwd,mlp_column,ALLGATHER,58720256,0.001094,9.7041,8,2,1,4,TP,8,1,7340032,7
68,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,9.7695,8,2,1,4,TP,8,1,7340032,7
69,fwd,attention_column,ALLGATHER,58720256,0.001094,9.8349,8,2,1,4,TP,8,1,7340032,7
70,fwd,attention_row,REDUCESCATTER,58720256,0.001094,9.9002,8,2,1,4,TP,8,1,7340032,7
71,fwd,mlp_column,ALLGATHER,58720256,0.001094,9.9656,8,2,1,4,TP,8,1,7340032,7
72,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,10.0310,8,2,1,4,TP,8,1,7340032,7
73,fwd,attention_column,ALLGATHER,58720256,0.001094,10.0964,8,2,1,4,TP,8,1,7340032,7
74,fwd,attention_row,REDUCESCATTER,58720256,0.001094,10.1618,8,2,1,4,TP,8,1,7340032,7
75,fwd,mlp_column,ALLGATHER,58720256,0.001094,10.2272,8,2,1,4,TP,8,1,7340032,7
76,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,10.2926,8,2,1,4,TP,8,1,7340032,7
77,fwd,attention_column,ALLGATHER,58720256,0.001094,10.3580,8,2,1,4,TP,8,1,7340032,7
78,fwd,attention_row,REDUCESCATTER,58720256,0.001094,10.4234,8,2,1,4,TP,8,1,7340032,7
79,fwd,mlp_column,ALLGATHER,58720256,0.001094,10.4888,8,2,1,4,TP,8,1,7340032,7
80,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,10.5542,8,2,1,4,TP,8,1,7340032,7
81,fwd,attention_column,ALLGATHER,58720256,0.001094,10.6196,8,2,1,4,TP,8,1,7340032,7
82,fwd,attention_row,REDUCESCATTER,58720256,0.001094,10.6850,8,2,1,4,TP,8,1,7340032,7
83,fwd,mlp_column,ALLGATHER,58720256,0.001094,10.7504,8,2,1,4,TP,8,1,7340032,7
84,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,10.8158,8,2,1,4,TP,8,1,7340032,7
85,fwd,attention_column,ALLGATHER,58720256,0.001094,10.8812,8,2,1,4,TP,8,1,7340032,7
86,fwd,attention_row,REDUCESCATTER,58720256,0.001094,10.9466,8,2,1,4,TP,8,1,7340032,7
87,fwd,mlp_column,ALLGATHER,58720256,0.001094,11.0120,8,2,1,4,TP,8,1,7340032,7
88,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,11.0774,8,2,1,4,TP,8,1,7340032,7
89,fwd,attention_column,ALLGATHER,58720256,0.001094,11.1427,8,2,1,4,TP,8,1,7340032,7
90,fwd,attention_row,REDUCESCATTER,58720256,0.001094,11.2081,8,2,1,4,TP,8,1,7340032,7
91,fwd,mlp_column,ALLGATHER,58720256,0.001094,11.2735,8,2,1,4,TP,8,1,7340032,7
92,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,11.3389,8,2,1,4,TP,8,1,7340032,7
93,fwd,attention_column,ALLGATHER,58720256,0.001094,11.4043,8,2,1,4,TP,8,1,7340032,7
94,fwd,attention_row,REDUCESCATTER,58720256,0.001094,11.4697,8,2,1,4,TP,8,1,7340032,7
95,fwd,mlp_column,ALLGATHER,58720256,0.001094,11.5351,8,2,1,4,TP,8,1,7340032,7
96,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,11.6005,8,2,1,4,TP,8,1,7340032,7
97,fwd,attention_column,ALLGATHER,58720256,0.001094,11.6659,8,2,1,4,TP,8,1,7340032,7
98,fwd,attention_row,REDUCESCATTER,58720256,0.001094,11.7313,8,2,1,4,TP,8,1,7340032,7
99,fwd,mlp_column,ALLGATHER,58720256,0.001094,11.7967,8,2,1,4,TP,8,1,7340032,7
100,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,11.8621,8,2,1,4,TP,8,1,7340032,7
101,fwd,attention_column,ALLGATHER,58720256,0.001094,11.9275,8,2,1,4,TP,8,1,7340032,7
102,fwd,attention_row,REDUCESCATTER,58720256,0.001094,11.9929,8,2,1,4,TP,8,1,7340032,7
103,fwd,mlp_column,ALLGATHER,58720256,0.001094,12.0583,8,2,1,4,TP,8,1,7340032,7
104,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,12.1237,8,2,1,4,TP,8,1,7340032,7
105,fwd,attention_column,ALLGATHER,58720256,0.001094,12.1891,8,2,1,4,TP,8,1,7340032,7
106,fwd,attention_row,REDUCESCATTER,58720256,0.001094,12.2545,8,2,1,4,TP,8,1,7340032,7
107,fwd,mlp_column,ALLGATHER,58720256,0.001094,12.3198,8,2,1,4,TP,8,1,7340032,7
108,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,12.3852,8,2,1,4,TP,8,1,7340032,7
109,fwd,attention_column,ALLGATHER,58720256,0.001094,12.4506,8,2,1,4,TP,8,1,7340032,7
110,fwd,attention_row,REDUCESCATTER,58720256,0.001094,12.5160,8,2,1,4,TP,8,1,7340032,7
111,fwd,mlp_column,ALLGATHER,58720256,0.001094,12.5814,8,2,1,4,TP,8,1,7340032,7
112,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,12.6468,8,2,1,4,TP,8,1,7340032,7
113,fwd,attention_column,ALLGATHER,58720256,0.001094,12.7122,8,2,1,4,TP,8,1,7340032,7
114,fwd,attention_row,REDUCESCATTER,58720256,0.001094,12.7776,8,2,1,4,TP,8,1,7340032,7
115,fwd,mlp_column,ALLGATHER,58720256,0.001094,12.8430,8,2,1,4,TP,8,1,7340032,7
116,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,12.9084,8,2,1,4,TP,8,1,7340032,7
117,fwd,attention_column,ALLGATHER,58720256,0.001094,12.9738,8,2,1,4,TP,8,1,7340032,7
118,fwd,attention_row,REDUCESCATTER,58720256,0.001094,13.0392,8,2,1,4,TP,8,1,7340032,7
119,fwd,mlp_column,ALLGATHER,58720256,0.001094,13.1046,8,2,1,4,TP,8,1,7340032,7
120,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,13.1700,8,2,1,4,TP,8,1,7340032,7
121,fwd,attention_column,ALLGATHER,58720256,0.001094,13.2354,8,2,1,4,TP,8,1,7340032,7
122,fwd,attention_row,REDUCESCATTER,58720256,0.001094,13.3008,8,2,1,4,TP,8,1,7340032,7
123,fwd,mlp_column,ALLGATHER,58720256,0.001094,13.3662,8,2,1,4,TP,8,1,7340032,7
124,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,13.4316,8,2,1,4,TP,8,1,7340032,7
125,fwd,attention_column,ALLGATHER,58720256,0.001094,13.4969,8,2,1,4,TP,8,1,7340032,7
126,fwd,attention_row,REDUCESCATTER,58720256,0.001094,13.5623,8,2,1,4,TP,8,1,7340032,7
127,fwd,mlp_column,ALLGATHER,58720256,0.001094,13.6277,8,2,1,4,TP,8,1,7340032,7
128,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,13.6931,8,2,1,4,TP,8,1,7340032,7
129,fwd,attention_column,ALLGATHER,58720256,0.001094,13.7585,8,2,1,4,TP,8,1,7340032,7
130,fwd,attention_row,REDUCESCATTER,58720256,0.001094,13.8239,8,2,1,4,TP,8,1,7340032,7
131,fwd,mlp_column,ALLGATHER,58720256,0.001094,13.8893,8,2,1,4,TP,8,1,7340032,7
132,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,13.9547,8,2,1,4,TP,8,1,7340032,7
133,fwd,attention_column,ALLGATHER,58720256,0.001094,14.0201,8,2,1,4,TP,8,1,7340032,7
134,fwd,attention_row,REDUCESCATTER,58720256,0.001094,14.0855,8,2,1,4,TP,8,1,7340032,7
135,fwd,mlp_column,ALLGATHER,58720256,0.001094,14.1509,8,2,1,4,TP,8,1,7340032,7
136,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,14.2163,8,2,1,4,TP,8,1,7340032,7
137,fwd,attention_column,ALLGATHER,58720256,0.001094,14.2817,8,2,1,4,TP,8,1,7340032,7
138,fwd,attention_row,REDUCESCATTER,58720256,0.001094,14.3471,8,2,1,4,TP,8,1,7340032,7
139,fwd,mlp_column,ALLGATHER,58720256,0.001094,14.4125,8,2,1,4,TP,8,1,7340032,7
140,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,14.4779,8,2,1,4,TP,8,1,7340032,7
141,fwd,attention_column,ALLGATHER,58720256,0.001094,14.5433,8,2,1,4,TP,8,1,7340032,7
142,fwd,attention_row,REDUCESCATTER,58720256,0.001094,14.6087,8,2,1,4,TP,8,1,7340032,7
143,fwd,mlp_column,ALLGATHER,58720256,0.001094,14.6741,8,2,1,4,TP,8,1,7340032,7
144,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,14.7394,8,2,1,4,TP,8,1,7340032,7
145,fwd,final_column,ALLGATHER,58720256,0.001094,14.8048,8,2,1,4,TP,8,1,7340032,7
146,fwd,embedding_norm,ALLREDUCE,458752000,0.017090,15.8266,8,2,1,4,UNKNOWN,8,1,57344000,14
147,fwd,attention_column,ALLGATHER,58720256,0.001094,15.8920,8,2,1,4,TP,8,1,7340032,7
148,fwd,attention_row,REDUCESCATTER,58720256,0.001094,15.9574,8,2,1,4,TP,8,1,7340032,7
149,fwd,mlp_column,ALLGATHER,58720256,0.001094,16.0228,8,2,1,4,TP,8,1,7340032,7
150,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,16.0882,8,2,1,4,TP,8,1,7340032,7
151,fwd,attention_column,ALLGATHER,58720256,0.001094,16.1536,8,2,1,4,TP,8,1,7340032,7
152,fwd,attention_row,REDUCESCATTER,58720256,0.001094,16.2190,8,2,1,4,TP,8,1,7340032,7
153,fwd,mlp_column,ALLGATHER,58720256,0.001094,16.2844,8,2,1,4,TP,8,1,7340032,7
154,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,16.3498,8,2,1,4,TP,8,1,7340032,7
155,fwd,attention_column,ALLGATHER,58720256,0.001094,16.4152,8,2,1,4,TP,8,1,7340032,7
156,fwd,attention_row,REDUCESCATTER,58720256,0.001094,16.4806,8,2,1,4,TP,8,1,7340032,7
157,fwd,mlp_column,ALLGATHER,58720256,0.001094,16.5460,8,2,1,4,TP,8,1,7340032,7
158,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,16.6114,8,2,1,4,TP,8,1,7340032,7
159,fwd,attention_column,ALLGATHER,58720256,0.001094,16.6768,8,2,1,4,TP,8,1,7340032,7
160,fwd,attention_row,REDUCESCATTER,58720256,0.001094,16.7422,8,2,1,4,TP,8,1,7340032,7
161,fwd,mlp_column,ALLGATHER,58720256,0.001094,16.8075,8,2,1,4,TP,8,1,7340032,7
162,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,16.8729,8,2,1,4,TP,8,1,7340032,7
163,fwd,attention_column,ALLGATHER,58720256,0.001094,16.9383,8,2,1,4,TP,8,1,7340032,7
164,fwd,attention_row,REDUCESCATTER,58720256,0.001094,17.0037,8,2,1,4,TP,8,1,7340032,7
165,fwd,mlp_column,ALLGATHER,58720256,0.001094,17.0691,8,2,1,4,TP,8,1,7340032,7
166,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,17.1345,8,2,1,4,TP,8,1,7340032,7
167,fwd,attention_column,ALLGATHER,58720256,0.001094,17.1999,8,2,1,4,TP,8,1,7340032,7
168,fwd,attention_row,REDUCESCATTER,58720256,0.001094,17.2653,8,2,1,4,TP,8,1,7340032,7
169,fwd,mlp_column,ALLGATHER,58720256,0.001094,17.3307,8,2,1,4,TP,8,1,7340032,7
170,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,17.3961,8,2,1,4,TP,8,1,7340032,7
171,fwd,attention_column,ALLGATHER,58720256,0.001094,17.4615,8,2,1,4,TP,8,1,7340032,7
172,fwd,attention_row,REDUCESCATTER,58720256,0.001094,17.5269,8,2,1,4,TP,8,1,7340032,7
173,fwd,mlp_column,ALLGATHER,58720256,0.001094,17.5923,8,2,1,4,TP,8,1,7340032,7
174,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,17.6577,8,2,1,4,TP,8,1,7340032,7
175,fwd,attention_column,ALLGATHER,58720256,0.001094,17.7231,8,2,1,4,TP,8,1,7340032,7
176,fwd,attention_row,REDUCESCATTER,58720256,0.001094,17.7885,8,2,1,4,TP,8,1,7340032,7
177,fwd,mlp_column,ALLGATHER,58720256,0.001094,17.8539,8,2,1,4,TP,8,1,7340032,7
178,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,17.9193,8,2,1,4,TP,8,1,7340032,7
179,fwd,attention_column,ALLGATHER,58720256,0.001094,17.9847,8,2,1,4,TP,8,1,7340032,7
180,fwd,attention_row,REDUCESCATTER,58720256,0.001094,18.0500,8,2,1,4,TP,8,1,7340032,7
181,fwd,mlp_column,ALLGATHER,58720256,0.001094,18.1154,8,2,1,4,TP,8,1,7340032,7
182,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,18.1808,8,2,1,4,TP,8,1,7340032,7
183,fwd,attention_column,ALLGATHER,58720256,0.001094,18.2462,8,2,1,4,TP,8,1,7340032,7
184,fwd,attention_row,REDUCESCATTER,58720256,0.001094,18.3116,8,2,1,4,TP,8,1,7340032,7
185,fwd,mlp_column,ALLGATHER,58720256,0.001094,18.3770,8,2,1,4,TP,8,1,7340032,7
186,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,18.4424,8,2,1,4,TP,8,1,7340032,7
187,fwd,attention_column,ALLGATHER,58720256,0.001094,18.5078,8,2,1,4,TP,8,1,7340032,7
188,fwd,attention_row,REDUCESCATTER,58720256,0.001094,18.5732,8,2,1,4,TP,8,1,7340032,7
189,fwd,mlp_column,ALLGATHER,58720256,0.001094,18.6386,8,2,1,4,TP,8,1,7340032,7
190,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,18.7040,8,2,1,4,TP,8,1,7340032,7
191,fwd,attention_column,ALLGATHER,58720256,0.001094,18.7694,8,2,1,4,TP,8,1,7340032,7
192,fwd,attention_row,REDUCESCATTER,58720256,0.001094,18.8348,8,2,1,4,TP,8,1,7340032,7
193,fwd,mlp_column,ALLGATHER,58720256,0.001094,18.9002,8,2,1,4,TP,8,1,7340032,7
194,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,18.9656,8,2,1,4,TP,8,1,7340032,7
195,fwd,attention_column,ALLGATHER,58720256,0.001094,19.0310,8,2,1,4,TP,8,1,7340032,7
196,fwd,attention_row,REDUCESCATTER,58720256,0.001094,19.0964,8,2,1,4,TP,8,1,7340032,7
197,fwd,mlp_column,ALLGATHER,58720256,0.001094,19.1618,8,2,1,4,TP,8,1,7340032,7
198,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,19.2271,8,2,1,4,TP,8,1,7340032,7
199,fwd,attention_column,ALLGATHER,58720256,0.001094,19.2925,8,2,1,4,TP,8,1,7340032,7
200,fwd,attention_row,REDUCESCATTER,58720256,0.001094,19.3579,8,2,1,4,TP,8,1,7340032,7
201,fwd,mlp_column,ALLGATHER,58720256,0.001094,19.4233,8,2,1,4,TP,8,1,7340032,7
202,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,19.4887,8,2,1,4,TP,8,1,7340032,7
203,fwd,attention_column,ALLGATHER,58720256,0.001094,19.5541,8,2,1,4,TP,8,1,7340032,7
204,fwd,attention_row,REDUCESCATTER,58720256,0.001094,19.6195,8,2,1,4,TP,8,1,7340032,7
205,fwd,mlp_column,ALLGATHER,58720256,0.001094,19.6849,8,2,1,4,TP,8,1,7340032,7
206,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,19.7503,8,2,1,4,TP,8,1,7340032,7
207,fwd,attention_column,ALLGATHER,58720256,0.001094,19.8157,8,2,1,4,TP,8,1,7340032,7
208,fwd,attention_row,REDUCESCATTER,58720256,0.001094,19.8811,8,2,1,4,TP,8,1,7340032,7
209,fwd,mlp_column,ALLGATHER,58720256,0.001094,19.9465,8,2,1,4,TP,8,1,7340032,7
210,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,20.0119,8,2,1,4,TP,8,1,7340032,7
211,fwd,attention_column,ALLGATHER,58720256,0.001094,20.0773,8,2,1,4,TP,8,1,7340032,7
212,fwd,attention_row,REDUCESCATTER,58720256,0.001094,20.1427,8,2,1,4,TP,8,1,7340032,7
213,fwd,mlp_column,ALLGATHER,58720256,0.001094,20.2081,8,2,1,4,TP,8,1,7340032,7
214,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,20.2735,8,2,1,4,TP,8,1,7340032,7
215,fwd,attention_column,ALLGATHER,58720256,0.001094,20.3389,8,2,1,4,TP,8,1,7340032,7
216,fwd,attention_row,REDUCESCATTER,58720256,0.001094,20.4042,8,2,1,4,TP,8,1,7340032,7
217,fwd,mlp_column,ALLGATHER,58720256,0.001094,20.4696,8,2,1,4,TP,8,1,7340032,7
218,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,20.5350,8,2,1,4,TP,8,1,7340032,7
219,fwd,attention_column,ALLGATHER,58720256,0.001094,20.6004,8,2,1,4,TP,8,1,7340032,7
220,fwd,attention_row,REDUCESCATTER,58720256,0.001094,20.6658,8,2,1,4,TP,8,1,7340032,7
221,fwd,mlp_column,ALLGATHER,58720256,0.001094,20.7312,8,2,1,4,TP,8,1,7340032,7
222,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,20.7966,8,2,1,4,TP,8,1,7340032,7
223,fwd,attention_column,ALLGATHER,58720256,0.001094,20.8620,8,2,1,4,TP,8,1,7340032,7
224,fwd,attention_row,REDUCESCATTER,58720256,0.001094,20.9274,8,2,1,4,TP,8,1,7340032,7
225,fwd,mlp_column,ALLGATHER,58720256,0.001094,20.9928,8,2,1,4,TP,8,1,7340032,7
226,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,21.0582,8,2,1,4,TP,8,1,7340032,7
227,fwd,attention_column,ALLGATHER,58720256,0.001094,21.1236,8,2,1,4,TP,8,1,7340032,7
228,fwd,attention_row,REDUCESCATTER,58720256,0.001094,21.1890,8,2,1,4,TP,8,1,7340032,7
229,fwd,mlp_column,ALLGATHER,58720256,0.001094,21.2544,8,2,1,4,TP,8,1,7340032,7
230,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,21.3198,8,2,1,4,TP,8,1,7340032,7
231,fwd,attention_column,ALLGATHER,58720256,0.001094,21.3852,8,2,1,4,TP,8,1,7340032,7
232,fwd,attention_row,REDUCESCATTER,58720256,0.001094,21.4506,8,2,1,4,TP,8,1,7340032,7
233,fwd,mlp_column,ALLGATHER,58720256,0.001094,21.5160,8,2,1,4,TP,8,1,7340032,7
234,fwd,mlp_row,REDUCESCATTER,58720256,0.001094,21.5814,8,2,1,4,TP,8,1,7340032,7
